sub,eye,roi,sub_roi,apeak,bpeak
sub033,open,frontal,fro Brodmann area 45,7,21
sub033,open,frontal,fro Brodmann area 46,7,NaN
sub033,open,frontal,fro Brodmann area 47,7,20
sub033,close,frontal,fro Brodmann area 4,11,22
sub033,close,frontal,fro Brodmann area 6,10,22
sub033,close,frontal,fro Brodmann area 8,7,21
sub033,close,frontal,fro Brodmann area 9,7,20
sub033,close,frontal,fro Brodmann area 10,7,20
sub033,close,frontal,fro Brodmann area 11,7,20
sub033,close,frontal,fro Brodmann area 44,7,NaN
sub033,close,frontal,fro Brodmann area 45,7,21
sub033,close,frontal,fro Brodmann area 46,7,22
sub033,close,frontal,fro Brodmann area 47,7,22
sub033,open,auditory,aud Brodmann area 41,7,NaN
sub033,open,auditory,aud Brodmann area 42,10,NaN
sub033,open,auditory,aud Brodmann area 22,10,20
sub033,close,auditory,aud Brodmann area 41,10,24
sub033,close,auditory,aud Brodmann area 42,7,24
sub033,close,auditory,aud Brodmann area 22,10,23
sub034,open,somato,somato left,11,NaN
sub034,open,somato,somato right,8,18
sub034,close,somato,somato left,10,19
sub034,close,somato,somato right,9,18
sub034,open,visual,V1d,11,NaN
sub034,open,visual,V1v,12,NaN
sub034,open,visual,V2d,11,NaN
sub034,open,visual,V2v,12,NaN
sub034,open,visual,V3a,11,NaN
sub034,open,visual,V3b,12,NaN
sub034,open,visual,V3d,11,NaN
sub034,open,visual,V3v,11,NaN
sub034,close,visual,V1d,9,NaN
sub034,close,visual,V1v,9,NaN
sub034,close,visual,V2d,9,NaN
sub034,close,visual,V2v,9,NaN
sub034,close,visual,V3a,9,NaN
sub034,close,visual,V3b,9,NaN
sub034,close,visual,V3d,9,NaN
sub034,close,visual,V3v,9,NaN
sub034,open,frontal,fro Brodmann area 4,7,21
sub034,open,frontal,fro Brodmann area 6,7,24
sub034,open,frontal,fro Brodmann area 8,7,NaN
sub034,open,frontal,fro Brodmann area 9,7,NaN
sub034,open,frontal,fro Brodmann area 10,7,NaN
sub034,open,frontal,fro Brodmann area 11,7,19
sub034,open,frontal,fro Brodmann area 44,7,18
sub034,open,frontal,fro Brodmann area 45,7,18
sub034,open,frontal,fro Brodmann area 46,7,22
sub034,open,frontal,fro Brodmann area 47,7,NaN
sub034,close,frontal,fro Brodmann area 4,8,22
sub034,close,frontal,fro Brodmann area 6,8,21
sub034,close,frontal,fro Brodmann area 8,7,NaN
sub034,close,frontal,fro Brodmann area 9,7,17
sub034,close,frontal,fro Brodmann area 10,7,NaN
sub034,close,frontal,fro Brodmann area 11,7,NaN
sub034,close,frontal,fro Brodmann area 44,7,23
sub034,close,frontal,fro Brodmann area 45,7,18
sub034,close,frontal,fro Brodmann area 46,7,22
sub034,close,frontal,fro Brodmann area 47,7,21
sub034,open,auditory,aud Brodmann area 41,10,17
sub034,open,auditory,aud Brodmann area 42,9,17
sub034,open,auditory,aud Brodmann area 22,10,16
sub034,close,auditory,aud Brodmann area 41,10,16
sub034,close,auditory,aud Brodmann area 42,12,16
sub034,close,auditory,aud Brodmann area 22,11,NaN
sub035,open,somato,somato left,8,NaN
sub035,open,somato,somato right,8,16
sub035,close,somato,somato left,8,NaN
sub035,close,somato,somato right,8,24
sub035,open,visual,V1d,8,18
sub035,open,visual,V1v,8,17
sub035,open,visual,V2d,9,18
sub035,open,visual,V2v,8,17
sub035,open,visual,V3a,9,18
sub035,open,visual,V3b,9,17
sub035,open,visual,V3d,9,18
sub035,open,visual,V3v,9,18
sub035,close,visual,V1d,8,16
sub035,close,visual,V1v,8,16
sub035,close,visual,V2d,9,16
sub035,close,visual,V2v,8,17
sub035,close,visual,V3a,9,18
sub035,close,visual,V3b,8,17
sub035,close,visual,V3d,9,17
sub035,close,visual,V3v,9,17
sub035,open,frontal,fro Brodmann area 4,8,16
sub035,open,frontal,fro Brodmann area 6,7,16
sub035,open,frontal,fro Brodmann area 8,8,20
sub035,open,frontal,fro Brodmann area 9,8,16
sub035,open,frontal,fro Brodmann area 10,7,16
sub035,open,frontal,fro Brodmann area 11,8,21
sub035,open,frontal,fro Brodmann area 44,8,NaN
sub035,open,frontal,fro Brodmann area 45,8,NaN
sub035,open,frontal,fro Brodmann area 46,7,22
sub035,open,frontal,fro Brodmann area 47,8,20
sub035,close,frontal,fro Brodmann area 4,8,NaN
sub035,close,frontal,fro Brodmann area 6,8,16
sub035,close,frontal,fro Brodmann area 8,7,16
sub035,close,frontal,fro Brodmann area 9,8,NaN
sub035,close,frontal,fro Brodmann area 10,7,16
sub035,close,frontal,fro Brodmann area 11,8,23
sub035,close,frontal,fro Brodmann area 44,8,NaN
sub035,close,frontal,fro Brodmann area 45,7,22
sub035,close,frontal,fro Brodmann area 46,7,20
sub035,close,frontal,fro Brodmann area 47,8,21
sub035,open,auditory,aud Brodmann area 41,8,18
sub035,open,auditory,aud Brodmann area 42,8,NaN
sub035,open,auditory,aud Brodmann area 22,9,25
sub035,close,auditory,aud Brodmann area 41,8,NaN
sub035,close,auditory,aud Brodmann area 42,8,NaN
sub035,close,auditory,aud Brodmann area 22,8,23
sub036,open,somato,somato left,11,21
sub036,open,somato,somato right,12,24
sub036,close,somato,somato left,11,18
sub036,close,somato,somato right,12,23
sub036,open,visual,V1d,10,20
sub036,open,visual,V1v,10,20
sub036,open,visual,V2d,10,19
sub036,open,visual,V2v,10,20
sub036,open,visual,V3a,10,20
sub036,open,visual,V3b,10,19
sub036,open,visual,V3d,10,18
sub036,open,visual,V3v,10,19
sub036,close,visual,V1d,10,19
sub036,close,visual,V1v,10,19
sub036,close,visual,V2d,10,18
sub036,close,visual,V2v,10,19
sub036,close,visual,V3a,10,19
sub036,close,visual,V3b,10,18
sub036,close,visual,V3d,10,18
sub036,close,visual,V3v,10,18
sub036,open,frontal,fro Brodmann area 4,11,22
sub036,open,frontal,fro Brodmann area 6,7,17
sub036,open,frontal,fro Brodmann area 8,7,NaN
sub036,open,frontal,fro Brodmann area 9,7,21
sub036,open,frontal,fro Brodmann area 10,7,NaN
sub036,open,frontal,fro Brodmann area 11,7,16
sub036,open,frontal,fro Brodmann area 44,9,16
sub036,open,frontal,fro Brodmann area 45,7,NaN
sub036,open,frontal,fro Brodmann area 46,7,26
sub036,open,frontal,fro Brodmann area 47,8,17
sub036,close,frontal,fro Brodmann area 4,11,18
sub036,close,frontal,fro Brodmann area 6,7,17
sub036,close,frontal,fro Brodmann area 8,7,17
sub036,close,frontal,fro Brodmann area 9,7,17
sub036,close,frontal,fro Brodmann area 10,7,16
sub036,close,frontal,fro Brodmann area 11,7,17
sub036,close,frontal,fro Brodmann area 44,7,16
sub036,close,frontal,fro Brodmann area 45,9,17
sub036,close,frontal,fro Brodmann area 46,9,19
sub036,close,frontal,fro Brodmann area 47,8,NaN
sub036,open,auditory,aud Brodmann area 41,10,20
sub036,open,auditory,aud Brodmann area 42,10,20
sub036,open,auditory,aud Brodmann area 22,10,NaN
sub036,close,auditory,aud Brodmann area 41,10,24
sub036,close,auditory,aud Brodmann area 42,10,23
sub036,close,auditory,aud Brodmann area 22,10,NaN
sub037,open,somato,somato left,9,19
sub037,open,somato,somato right,9,19
sub037,close,somato,somato left,9,18
sub037,close,somato,somato right,9,18
sub037,open,visual,V1d,10,NaN
sub037,open,visual,V1v,10,17
sub037,open,visual,V2d,10,NaN
sub037,open,visual,V2v,10,NaN
sub037,open,visual,V3a,10,NaN
sub037,open,visual,V3b,10,19
sub037,open,visual,V3d,10,18
sub037,open,visual,V3v,10,24
sub037,close,visual,V1d,10,20
sub037,close,visual,V1v,10,20
sub037,close,visual,V2d,10,20
sub037,close,visual,V2v,10,20
sub037,close,visual,V3a,10,20
sub037,close,visual,V3b,9,20
sub037,close,visual,V3d,10,20
sub037,close,visual,V3v,10,20
sub037,open,frontal,fro Brodmann area 4,9,19
sub037,open,frontal,fro Brodmann area 6,8,26
sub037,open,frontal,fro Brodmann area 8,7,18
sub037,open,frontal,fro Brodmann area 9,8,18
sub037,open,frontal,fro Brodmann area 10,7,NaN
sub037,open,frontal,fro Brodmann area 11,7,NaN
sub037,open,frontal,fro Brodmann area 44,8,26
sub037,open,frontal,fro Brodmann area 45,8,17
sub037,open,frontal,fro Brodmann area 46,8,25
sub037,open,frontal,fro Brodmann area 47,8,26
sub037,close,frontal,fro Brodmann area 4,9,18
sub037,close,frontal,fro Brodmann area 6,8,NaN
sub037,close,frontal,fro Brodmann area 8,7,21
sub037,close,frontal,fro Brodmann area 9,8,21
sub037,close,frontal,fro Brodmann area 10,7,NaN
sub037,close,frontal,fro Brodmann area 11,7,NaN
sub037,close,frontal,fro Brodmann area 44,9,18
sub037,close,frontal,fro Brodmann area 45,8,17
sub037,close,frontal,fro Brodmann area 46,8,17
sub037,close,frontal,fro Brodmann area 47,8,17
sub037,open,auditory,aud Brodmann area 41,9,18
sub037,open,auditory,aud Brodmann area 42,8,NaN
sub037,open,auditory,aud Brodmann area 22,8,25
sub037,close,auditory,aud Brodmann area 41,9,NaN
sub037,close,auditory,aud Brodmann area 42,8,18
sub037,close,auditory,aud Brodmann area 22,9,18
sub039,open,somato,somato left,13,26
sub039,open,somato,somato right,13,26
sub039,close,somato,somato left,12,26
sub039,close,somato,somato right,13,27
sub039,open,visual,V1d,10,21
sub039,open,visual,V1v,10,21
sub039,open,visual,V2d,10,21
sub039,open,visual,V2v,10,21
sub039,open,visual,V3a,10,21
sub039,open,visual,V3b,10,21
sub039,open,visual,V3d,10,21
sub039,open,visual,V3v,10,20
sub039,close,visual,V1d,10,20
sub039,close,visual,V1v,10,20
sub039,close,visual,V2d,10,20
sub039,close,visual,V2v,10,20
sub039,close,visual,V3a,10,20
sub039,close,visual,V3b,10,20
sub039,close,visual,V3d,10,20
sub039,close,visual,V3v,10,20
sub039,open,frontal,fro Brodmann area 4,13,26
sub039,open,frontal,fro Brodmann area 6,13,26
sub039,open,frontal,fro Brodmann area 8,7,NaN
sub039,open,frontal,fro Brodmann area 9,7,20
sub039,open,frontal,fro Brodmann area 10,7,21
sub039,open,frontal,fro Brodmann area 11,10,20
sub039,open,frontal,fro Brodmann area 44,13,24
sub039,open,frontal,fro Brodmann area 45,13,24
sub039,open,frontal,fro Brodmann area 46,13,20
sub039,open,frontal,fro Brodmann area 47,9,NaN
sub039,close,frontal,fro Brodmann area 4,13,27
sub039,close,frontal,fro Brodmann area 6,10,NaN
sub039,close,frontal,fro Brodmann area 8,9,20
sub039,close,frontal,fro Brodmann area 9,7,20
sub039,close,frontal,fro Brodmann area 10,7,NaN
sub039,close,frontal,fro Brodmann area 11,10,20
sub039,close,frontal,fro Brodmann area 44,13,21
sub039,close,frontal,fro Brodmann area 45,12,25
sub039,close,frontal,fro Brodmann area 46,13,20
sub039,close,frontal,fro Brodmann area 47,10,20
sub039,open,auditory,aud Brodmann area 41,10,18
sub039,open,auditory,aud Brodmann area 42,10,17
sub039,open,auditory,aud Brodmann area 22,10,19
sub039,close,auditory,aud Brodmann area 41,10,NaN
sub039,close,auditory,aud Brodmann area 42,10,18
sub039,close,auditory,aud Brodmann area 22,10,21
